,Accuracy Score,Confusion Matrix,Training Time,Predict Time,Processing
0,0.9327731092436975,"[[32  2]
 [ 6 79]]",0.05869007110595703,0.0007190704345703125,Label Encoded
1,0.9495798319327731,"[[32  2]
 [ 4 81]]",0.04696297645568848,0.0006840229034423828,One Hot Encoded
2,0.9327731092436975,"[[32  2]
 [ 6 79]]",0.014431953430175781,0.0010721683502197266,Standard Scaled
3,0.9243697478991597,"[[32  2]
 [ 7 78]]",0.0036699771881103516,0.0004639625549316406,Feature Selection
4,0.9495798319327731,"[[31  3]
 [ 3 82]]",0.006582736968994141,0.0006620883941650391,PCA
