,Accuracy Score,Confusion Matrix,Training Time,Predict Time,Processing
0,0.8739495798319328,"[[28  6]
 [ 9 76]]",0.002410888671875,0.0006108283996582031,Label Encoded
1,0.8991596638655462,"[[28  6]
 [ 6 79]]",0.0015749931335449219,0.000514984130859375,One Hot Encoded
2,0.8991596638655462,"[[28  6]
 [ 6 79]]",0.0015408992767333984,0.0004851818084716797,Standard Scaled
3,0.9243697478991597,"[[32  2]
 [ 7 78]]",0.0008530616760253906,0.0003750324249267578,Feature Selection
4,0.907563025210084,"[[29  5]
 [ 6 79]]",0.001360177993774414,0.0004229545593261719,PCA
