,Accuracy Score,Confusion Matrix,Training Time,Predict Time,Processing
0,0.9243697478991597,"[[32  2]
 [ 7 78]]",1.5162239074707031,0.056876182556152344,Label Encoded
1,0.865546218487395,"[[32  2]
 [14 71]]",1.717052936553955,0.053698062896728516,One Hot Encoded
2,0.8739495798319328,"[[31  3]
 [12 73]]",1.5748350620269775,0.05649995803833008,Standard Scaled
3,0.9243697478991597,"[[32  2]
 [ 7 78]]",1.397989273071289,0.03443098068237305,Feature Selection
4,0.9411764705882353,"[[33  1]
 [ 6 79]]",1.339940071105957,0.03497815132141113,PCA
